Feature ID	Taxon
seq3888	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Methylophilaceae; UBA6140; none
seq3889	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; none; none
seq3890	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; AKYG1722; none; none
seq3891	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq3892	Eukaryota; none; none; none; none; none; none
seq3893	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_7; none
seq3894	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Hathewaya; limosa
seq3895	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq3896	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3897	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_Incertae_Sedis; Proteiniborus; none
seq3898	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3899	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3900	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq3901	Eukaryota; none; none; none; none; none; none
seq3902	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Rummeliibacillus; pycnus
seq3903	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; none
seq3904	Bacteria; Acidobacteria; Acidobacteriia; Subgroup_2; none; none; none
seq3905	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq3906	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq3907	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3908	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Turicibacter; sanguinis
seq3909	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; shandongensis
seq3910	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella; none
seq3911	Eukaryota; none; none; none; none; none; none
seq3912	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3913	Bacteria; Acidobacteria; Acidobacteriia; Subgroup_2; none; none; none
seq3914	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq3915	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3916	Eukaryota; none; none; none; none; none; none
seq3917	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca; none
seq3918	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq3919	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq3920	Bacteria; Proteobacteria; Deltaproteobacteria; Oligoflexales; 0319-6G20; none; none
seq3921	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3922	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq3923	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq3924	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter; stackebrandtii
seq3925	Bacteria; Actinobacteria; Acidimicrobiia; none; none; none; none
seq3926	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq3927	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq3928	Bacteria; Actinobacteria; Acidimicrobiia; IMCC26256; none; none; none
seq3929	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; none; none; none
seq3930	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq3931	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq3932	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; none
seq3933	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; camelliae
seq3934	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Alicycliphilus; none
seq3935	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq3936	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Trueperaceae; Truepera; none
seq3937	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Parapedobacter; none
seq3938	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3939	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis; none
seq3940	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Ammoniibacillus; agariperforans
seq3941	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq3942	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3943	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq3944	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3945	Eukaryota; none; none; none; none; none; none
seq3946	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3947	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3948	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3949	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3950	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3951	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Isosphaera; none
seq3952	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq3953	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq3954	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; JG30-KF-AS9; none; none
seq3955	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq3956	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq3957	Bacteria; Chloroflexi; AD3; none; none; none; none
seq3958	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax; none
seq3959	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Prauserella; rugosa
seq3960	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; none
seq3961	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq3962	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Sediminivirga; luteola
seq3963	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq3964	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq3965	Bacteria; Actinobacteria; Acidimicrobiia; none; none; none; none
seq3966	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Cellvibrio; none
seq3967	Bacteria; Verrucomicrobia; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Cerasicoccus; none
seq3968	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3969	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq3970	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; none; none
seq3971	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3972	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq3973	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq3974	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Cupriavidus; gilardii
seq3975	Eukaryota; none; none; none; none; none; none
seq3976	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq3977	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Isosphaera; none
seq3978	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; safensis
seq3979	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; pasteurii
seq3980	Eukaryota; none; none; none; none; none; none
seq3981	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces; none
seq3982	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Thermobispora; none
seq3983	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq3984	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3985	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3986	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq3987	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Tetragenococcus; solitarius
seq3988	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq3989	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia; none
seq3990	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Serratia; none
seq3991	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq3992	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Falsochrobactrum; ovis
seq3993	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Paenalcaligenes; hermetiae
seq3994	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq3995	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq3996	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq3997	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq3998	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; W5053; none
seq3999	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq4000	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4001	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4002	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq4003	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4004	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4005	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Jeotgalicoccus; none
seq4006	Bacteria; Actinobacteria; Acidimicrobiia; none; none; none; none
seq4007	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Paludisphaera; none
seq4008	Eukaryota; none; none; none; none; none; none
seq4009	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq4010	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4011	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix; none
seq4012	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq4013	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Paludisphaera; none
seq4014	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq4015	Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; none; none; none
seq4016	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq4017	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; BIrii41; none; none
seq4018	Bacteria; Chlamydiae; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus_Protochlamydia; none
seq4019	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq4020	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq4021	none; none; none; none; none; none; none
seq4022	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq4023	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4024	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq4025	Bacteria; Chloroflexi; OLB14; none; none; none; none
seq4026	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Luteolibacter; none
seq4027	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Stackebrandtia; none
seq4028	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; none; none; none
seq4029	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq4030	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus; none
seq4031	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4032	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4033	Bacteria; Tenericutes; Mollicutes; Izimaplasmatales; none; none; none
seq4034	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; BIrii41; none; none
seq4035	Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; Candidatus_Koribacter; none
seq4036	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4037	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq4038	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_7; none
seq4039	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq4040	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq4041	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq4042	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq4043	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Ralstonia; none
seq4044	Bacteria; Verrucomicrobia; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; none
seq4045	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4046	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4047	none; none; none; none; none; none; none
seq4048	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq4049	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq4050	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; none; none
seq4051	Eukaryota; none; none; none; none; none; none
seq4052	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4053	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Paeniclostridium; none
seq4054	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinocatenispora; none
seq4055	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq4056	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Cerasibacillus; none
seq4057	Bacteria; Actinobacteria; Acidimicrobiia; none; none; none; none
seq4058	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq4059	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq4060	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; montaniterrae
seq4061	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_7; none
seq4062	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4063	Bacteria; Acidobacteria; Acidobacteriia; Solibacterales; Solibacteraceae_(Subgroup_3); Candidatus_Solibacter; none
seq4064	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; kondratievae
seq4065	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Craurococcus; none
seq4066	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4067	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4068	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; none; none
seq4069	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq4070	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodovibrionales; Fodinicurvataceae; none; none
seq4071	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq4072	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq4073	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; thermoaerophilus
seq4074	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq4075	Bacteria; Halanaerobiaeota; Halanaerobiia; Halanaerobiales; Halanaerobiaceae; Halocella; none
seq4076	Bacteria; Actinobacteria; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; none; none
seq4077	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; none; none
seq4078	Bacteria; Chlamydiae; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus_Protochlamydia; none
seq4079	Bacteria; Tenericutes; Mollicutes; Haloplasmatales; Haloplasmataceae; Haloplasma; none
seq4080	Bacteria; Firmicutes; Clostridia; Clostridiales; Caldicoprobacteraceae; Caldicoprobacter; none
seq4081	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4082	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq4083	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq4084	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq4085	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4086	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq4087	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq4088	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq4089	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; none
seq4090	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq4091	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq4092	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq4093	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq4094	Bacteria; Halanaerobiaeota; Halanaerobiia; Halanaerobiales; Halanaerobiaceae; Halocella; none
seq4095	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4096	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix; none
seq4097	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Crossiella; none
seq4098	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq4099	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; none; none
seq4100	Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; none; none
seq4101	Bacteria; none; none; none; none; none; none
seq4102	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; laeviribosi
seq4103	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; none; none
seq4104	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Sciscionella; marina
seq4105	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq4106	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; Sandaracinus; none
seq4107	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq4108	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidisphaera; none
seq4109	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria_Incertae_Sedis; Unknown_Family; Acidibacter; none
seq4110	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq4111	Bacteria; Dependentiae; Babeliae; Babeliales; none; none; none
seq4112	Bacteria; Firmicutes; Clostridia; Clostridia_Incertae_Sedis; Unknown_Family; Candidatus_Desulforudis; none
seq4113	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Cryptosporangiaceae; Fodinicola; none
seq4114	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq4115	Eukaryota; none; none; none; none; none; none
seq4116	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq4117	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4118	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; none; none
seq4119	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq4120	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; W5053; none
seq4121	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Aquisphaera; none
seq4122	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq4123	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq4124	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4125	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_15; cochlearium
seq4126	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4127	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq4128	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4129	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4130	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces; none
seq4131	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq4132	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq4133	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Pseudaminobacter; none
seq4134	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq4135	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Verticia; none
seq4136	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq4137	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq4138	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq4139	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Gimesiaceae; none; none
seq4140	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tissierella; none
seq4141	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Thermocrispum; none
seq4142	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; none; none
seq4143	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq4144	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq4145	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq4146	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales_Incertae_Sedis; Phreatobacter; none
seq4147	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; cisolokensis
seq4148	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Herbaspirillum; none
seq4149	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq4150	Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; none; none
seq4151	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; acidoterrestris
seq4152	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; none; none
seq4153	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq4154	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq4155	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq4156	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina; indica
seq4157	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Terribacillus; none
seq4158	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Aneurinibacillus; thermoaerophilus
seq4159	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq4160	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; Thermomicrobiaceae; Sphaerobacter; none
seq4161	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Filimonas; none
seq4162	Bacteria; none; none; none; none; none; none
seq4163	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; none; none
seq4164	Bacteria; RsaHf231; none; none; none; none; none
seq4165	Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Wohlfahrtiimonadaceae; Ignatzschineria; none
seq4166	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq4167	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; none; none
seq4168	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq4169	Bacteria; Actinobacteria; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; none; none
seq4170	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq4171	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; none
seq4172	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
